GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/web-Stanford.html/web-Stanford.txt.gz.36.lp -o input/web-Stanford.html/web-Stanford.txt.gz.36.lp.sol
Reading problem data from 'input/web-Stanford.html/web-Stanford.txt.gz.36.lp'...
2312500 rows, 4906897 columns, 11562487 non-zeros
4906897 integer variables, all of which are binary
7219402 lines were read
GLPK Integer Optimizer 5.0
2312500 rows, 4906897 columns, 11562487 non-zeros
4906897 integer variables, all of which are binary
Preprocessing...
2312493 rows, 4906890 columns, 11562028 non-zeros
4906890 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 2312493
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
2312493 rows, 4906890 columns, 11562028 non-zeros
      0: obj =   0.000000000e+00 inf =   1.820e+02 (182)
     52: obj =   2.535000000e-01 inf =   1.300e+02 (130)
    104: obj =   5.063510000e-01 inf =   7.800e+01 (78)
    156: obj =   7.591770000e-01 inf =   2.600e+01 (26)
    182: obj =   8.856150000e-01 inf =   0.000e+00 (0)
* 27778: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 27810: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 27841: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 27872: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 27903: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 27935: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 27966: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 27994: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 28025: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28056: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28086: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 28117: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28149: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28180: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28208: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 28239: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28270: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28298: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 28329: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28360: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28391: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28419: obj =   7.056045714e-01 inf =   0.000e+00 (157) 1
* 28449: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28478: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28509: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28536: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 28567: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28598: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28626: obj =   7.056045714e-01 inf =   0.000e+00 (155) 1
* 28657: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28688: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28718: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 28749: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28780: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28812: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28840: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 28871: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28902: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28933: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 28965: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 28997: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29029: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29058: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 29090: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29122: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29153: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29181: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 29212: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29243: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29274: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29302: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 29334: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29366: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29396: obj =   7.056045714e-01 inf =   0.000e+00 (157) 1
* 29427: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29458: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29489: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29517: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 29549: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29580: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29608: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 29639: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29670: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29702: obj =   7.056045714e-01 inf =   0.000e+00 (158)
* 29730: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 29761: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29792: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29824: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29852: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 29883: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29914: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 29942: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 29973: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30003: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30032: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30059: obj =   7.056045714e-01 inf =   0.000e+00 (155) 1
* 30090: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30121: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30148: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 30179: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30210: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30241: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30268: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 30299: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 30330: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30358: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 30389: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30415: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30446: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30473: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 30505: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30536: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30567: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30594: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 30625: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30656: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30683: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 30714: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30745: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30776: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30804: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 30835: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30866: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30892: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 30923: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30954: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 30985: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31013: obj =   7.056045714e-01 inf =   0.000e+00 (155) 1
* 31044: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31075: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31106: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31133: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 31164: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31195: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31222: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 31253: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31284: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31316: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31344: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 31375: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 31406: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31437: obj =   7.056045714e-01 inf =   0.000e+00 (155) 1
* 31468: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31499: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31530: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31557: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 31588: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31619: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31646: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 31678: obj =   7.056045714e-01 inf =   0.000e+00 (157)
* 31709: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31740: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31767: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 31798: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31829: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31856: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 31887: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31918: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31949: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 31976: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 32007: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32038: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32069: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32097: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 32128: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32159: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32186: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 32217: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32248: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32279: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32306: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 32337: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32368: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32393: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 32420: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32451: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32482: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32507: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 32538: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32569: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32600: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32627: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 32658: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32689: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32716: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 32747: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32778: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32809: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32836: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 32866: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32897: obj =   7.056045714e-01 inf =   0.000e+00 (158)
* 32928: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 32956: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 32987: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33018: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33049: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33076: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 33107: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33138: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 33166: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 33197: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33228: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33259: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33286: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 33317: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33348: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33379: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33406: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 33437: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33468: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33495: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 33526: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33557: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33587: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 33618: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33649: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33680: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33707: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 33738: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33769: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33800: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33827: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 33858: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33889: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33920: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 33947: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 33978: obj =   7.056045714e-01 inf =   0.000e+00 (156)
* 34009: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34037: obj =   7.056045714e-01 inf =   0.000e+00 (156) 1
* 34069: obj =   7.056045714e-01 inf =   0.000e+00 (156)
* 34101: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34132: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34159: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 34190: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34222: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34253: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34279: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 34310: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34341: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34372: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34399: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 34430: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34461: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34488: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 34519: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34550: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 34580: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 34611: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 34642: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34673: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34700: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 34731: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34762: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34792: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 34822: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 34853: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34884: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 34911: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 34942: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 34973: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35004: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 35035: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35066: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35097: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35124: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 35155: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35186: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35213: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 35244: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35275: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35306: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35333: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 35364: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35395: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35422: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 35453: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35484: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35515: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35542: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 35573: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35604: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35631: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 35662: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35693: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35722: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 35752: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35782: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35813: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35840: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 35871: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35902: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35931: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 35962: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 35993: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36024: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36051: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 36082: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36113: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36140: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 36171: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36201: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36228: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36255: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 36286: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36317: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36348: obj =   7.056045714e-01 inf =   0.000e+00 (156)
* 36375: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 36406: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36437: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36464: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 36495: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36526: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36557: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36584: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 36615: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36646: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36677: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 36708: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36739: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36770: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36797: obj =   7.056045714e-01 inf =   0.000e+00 (155) 1
* 36828: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 36859: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36890: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36917: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 36948: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 36979: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37006: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 37037: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37068: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37099: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37126: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 37157: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37188: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37215: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 37246: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37277: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37308: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37335: obj =   7.056045714e-01 inf =   0.000e+00 (155) 1
* 37366: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37397: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37424: obj =   7.056045714e-01 inf =   0.000e+00 (155) 1
* 37455: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37486: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37517: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37544: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 37575: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37606: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37633: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 37664: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37695: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37726: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37753: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 37784: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37815: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37846: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37873: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 37904: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37935: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 37962: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 37993: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38024: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38055: obj =   7.056045714e-01 inf =   0.000e+00 (155)
* 38082: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 38113: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38144: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38171: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 38202: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38233: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38264: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38291: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 38322: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38353: obj =   7.056045714e-01 inf =   0.000e+00 (156)
* 38384: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38411: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 38442: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38473: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38504: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38531: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 38562: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38593: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38620: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 38651: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38682: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38713: obj =   7.056045714e-01 inf =   0.000e+00 (156)
* 38740: obj =   7.056045714e-01 inf =   0.000e+00 (155) 1
* 38771: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38802: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38833: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 38864: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38895: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38926: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 38953: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 38984: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39015: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39046: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39073: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 39104: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39135: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39162: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 39193: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39224: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39255: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39282: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 39313: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39344: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39371: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 39402: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39433: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39464: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39491: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 39522: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39553: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39584: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39611: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 39642: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39673: obj =   7.056045714e-01 inf =   0.000e+00 (154)
* 39703: obj =   7.056045714e-01 inf =   0.000e+00 (154) 1
* 39734: obj =   7.056045714e-01 inf =   0.000e+00 (154)
